,Unnamed: 0,Country or region,Overall rank,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Year,geometry
514,506,Colombia,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2018,"POLYGON ((-66.87632585312258 1.253360500489336, -67.0650481838525 1.130112209473225, -67.2599975246736 1.719998684084956, -67.5378100246747 2.03716278727633, -67.86856502955884 1.692455145673392, -69.81697323269162 1.714805202639624, -69.80459672715773 1.089081122233466, -69.21863766140018 0.985676581217433, -69.25243404811906 0.602650865070075, -69.45239600287246 0.706158758950693, -70.01556576198931 0.541414292804205, -70.02065589057005 -0.185156345219539, -69.5770653957766 -0.549991957200163, -69.42048580593223 -1.122618503426409, -69.44410193548961 -1.556287123219818, -69.89363521999663 -4.298186944194327, -70.39404395209499 -3.766591485207825, -70.69268205430971 -3.742872002785859, -70.04770850287485 -2.725156345229699, -70.81347571479196 -2.256864515800743, -71.41364579942979 -2.342802422702128, -71.7747607082854 -2.169789727388938, -72.32578650581365 -2.434218031426454, -73.07039221870724 -2.308954359550953, -73.6595035468346 -1.260491224781134, -74.12239518908906 -1.002832533373848, -74.44160051135597 -0.530820000819887, -75.10662451852008 -0.05720549886486, -75.37322323271385 -0.15203175212045, -75.8014658271166 0.084801337073202, -76.29231441924097 0.416047268064119, -76.5763797675494 0.256935533037435, -77.4249843004304 0.395686753741117, -77.66861284047044 0.825893052570962, -77.85506140817952 0.809925034992773, -78.85525875518871 1.380923773601822, -78.99093522817104 1.691369940595251, -78.61783138702371 1.766404120283056, -78.66211808949785 2.267355454920477, -78.42761043975733 2.629555568854215, -77.93154252797149 2.696605739752926, -77.51043128122501 3.325016994638247, -77.12768978545526 3.849636135265357, -77.49627193877703 4.087606105969428, -77.3076012844794 4.667984117039452, -77.53322058786573 5.582811997902497, -77.31881507028675 5.84535411216136, -77.47666073272228 6.691116441266303, -77.88157141794525 7.223771267114785, -77.7534138658614 7.709839789252143, -77.43110795765699 7.638061224798734, -77.24256649444008 7.935278225125444, -77.47472286651133 8.524286200388218, -77.35336076527386 8.67050466555807, -76.83667395700357 8.638749497914716, -76.08638383655786 9.336820583529487, -75.67460018584006 9.443248195834599, -75.66470414905618 9.774003200718738, -75.48042599150335 10.618990383339309, -74.90689510771199 11.083044745320322, -74.27675269234489 11.102035834187587, -74.1972226630477 11.310472723836867, -73.41476396350029 11.22701528568548, -72.62783525255963 11.731971543825523, -72.23819495307892 11.955549628136326, -71.75409013536864 12.437303168177309, -71.3998223537917 12.376040757695293, -71.13746110704588 12.112981879113505, -71.3315836249503 11.776284084515808, -71.97392167833829 11.60867157637712, -72.22757544624294 11.10870209395324, -72.61465776232521 10.821975409381778, -72.9052860175347 10.450344346554772, -73.02760413276957 9.736770331252444, -73.30495154488005 9.151999823437606, -72.7887298245004 9.085027167187334, -72.6604947577681 8.625287787302682, -72.43986223009796 8.405275376820029, -72.36090064155597 8.002638454617895, -72.47967892117885 7.632506008327354, -72.44448727078807 7.423784898300482, -72.19835242378188 7.340430813013683, -71.96017574734864 6.991614895043539, -70.67423356798152 7.087784735538719, -70.09331295437242 6.96037649172311, -69.38947994655712 6.099860541198836, -68.98531856960236 6.206804917826858, -68.26505245631823 6.153268133972475, -67.69508724635502 6.267318020040647, -67.34143958196557 6.095468044454023, -67.52153194850275 5.556870428891969, -67.74469662135522 5.221128648291668, -67.82301225449355 4.503937282728899, -67.62183590358129 3.839481716319995, -67.33756384954368 3.542342230641722, -67.30317318385345 3.31845408773718, -67.8099381171237 2.820655015469569, -67.44709204778631 2.600280869960869, -67.18129431829307 2.250638129074062, -66.87632585312258 1.253360500489336))"
515,507,Trinidad & Tobago,38,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2018,
516,508,Slovakia,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118,2018,"POLYGON ((22.558137648211755 49.085738023467144, 22.28084191253356 48.82539215758067, 22.085608351334855 48.42226430927179, 21.872236362401736 48.31997081155002, 20.801293979584926 48.623854071642384, 20.473562045989866 48.562850043321816, 20.239054396249347 48.32756724709692, 19.769470656013112 48.202691148463614, 19.661363559658497 48.26661489520866, 19.17436486173989 48.11137889260387, 18.77702477384767 48.081768296900634, 18.696512892336926 47.880953681014404, 17.857132602620027 47.75842886005037, 17.48847293464982 47.867466132186216, 16.979666782304037 48.123497015976305, 16.879982944413 48.47001333270947, 16.960288120194576 48.5969823268506, 17.101984897538898 48.816968899117114, 17.545006951577108 48.80001902932537, 17.88648481616181 48.90347524677371, 17.913511590250465 48.996492824899086, 18.104972771891852 49.04398346617531, 18.170498488037964 49.271514797556435, 18.399993523846177 49.31500051533004, 18.554971144289482 49.495015367218784, 18.853144158613617 49.49622976337764, 18.90957482267632 49.435845852244576, 19.320712517990472 49.571574001659194, 19.825022820726872 49.21712535256923, 20.415839471119853 49.43145335549977, 20.887955356538413 49.32877228453583, 21.607808058364213 49.47010732685409, 22.558137648211755 49.085738023467144))"
517,509,El Salvador,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018,"POLYGON ((-89.35332597528281 14.424132798719086, -89.05851192905766 14.340029405164087, -88.84307288283284 14.14050670008517, -88.541230841816 13.980154730683479, -88.50399797234971 13.845485948130857, -88.06534257684014 13.964625962779778, -87.85951534702161 13.893312486217098, -87.7235029772294 13.785050360565506, -87.79311113152657 13.384480495655055, -87.90411210808952 13.149016831917137, -88.48330156121682 13.163951320849492, -88.84322791212972 13.259733588102478, -89.2567427233293 13.458532823129303, -89.81239356154767 13.520622056527998, -90.09555457229098 13.735337632700734, -90.0646779039966 13.881969509328925, -89.72193396682073 14.134228013561696, -89.53421932652051 14.244815578666305, -89.58734269891656 14.36258616785949, -89.35332597528281 14.424132798719086))"
518,510,Nicaragua,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2018,"POLYGON ((-83.65561174186158 10.938764146361422, -83.89505449088595 10.726839097532446, -84.19017859570485 10.793450018756674, -84.35593075228104 10.999225572142905, -84.67306901725627 11.082657172078143, -84.90300330273895 10.952303371621896, -85.5618519762442 11.217119248901597, -85.7125404528073 11.088444932494824, -86.05848832878526 11.403438625529944, -86.52584998243296 11.806876532432597, -86.74599158399633 12.143961900272487, -87.16751624220116 12.458257961471658, -87.66849341505471 12.909909979702633, -87.55746660027562 13.064551703336065, -87.39238623731923 12.914018256069838, -87.31665442579549 12.984685777228975, -87.00576900912758 13.025794379117158, -86.88055701368438 13.254204209847217, -86.7338217841916 13.263092556201443, -86.75508663607971 13.754845485890913, -86.52070817741992 13.778487453664468, -86.31214209668993 13.77135610600817, -86.09626380079061 14.038187364147234, -85.80129472526859 13.83605499923759, -85.69866533073696 13.960078436738002, -85.51441301140028 14.079011745657908, -85.16536454948482 14.354369615125051, -85.14875057650296 14.560196844943617, -85.05278744173694 14.551541042534723, -84.9245006985724 14.79049286545235, -84.82003679069436 14.81958669683267, -84.64958207877964 14.666805324761867, -84.4493359036486 14.621614284722511, -84.22834164095241 14.74876414637663, -83.97572140169359 14.749435939996488, -83.62858496777292 14.880073960830302, -83.48998877636612 15.016267198135537, -83.14721900097413 14.99582916916411, -83.23323442252394 14.899866034398102, -83.2841615465476 14.6766238468972, -83.18212643098728 14.31070302983845, -83.41249996614445 13.970077826386557, -83.51983191601468 13.567699286345883, -83.55220720084554 13.127054348193086, -83.49851538769427 12.869292303921227, -83.47332312695198 12.419087225794428, -83.62610449902292 12.320850328007566, -83.71961300325506 11.893124497927728, -83.65085751009072 11.62903209070012, -83.8554703437504 11.373311265503787, -83.80893571647155 11.103043524617275, -83.65561174186158 10.938764146361422))"
519,511,Poland,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108,2018,"POLYGON ((23.48412763844985 53.91249766704114, 23.527535841575002 53.470121568406555, 23.80493493011778 53.089731350306074, 23.79919884613338 52.69109935160657, 23.199493849386187 52.48697744405367, 23.508002150168693 52.02364655212473, 23.52707075368437 51.57845408793031, 24.029985792748903 50.70540660257518, 23.92275719574326 50.42488108987874, 23.426508416444392 50.30850576435745, 22.518450148211603 49.47677358661974, 22.776418898212626 49.02739533140962, 22.558137648211755 49.085738023467144, 21.607808058364213 49.47010732685409, 20.887955356538413 49.32877228453583, 20.415839471119853 49.43145335549977, 19.825022820726872 49.21712535256923, 19.320712517990472 49.571574001659194, 18.90957482267632 49.435845852244576, 18.853144158613617 49.49622976337764, 18.392913852622172 49.98862864847075, 17.64944502123899 50.049038397819956, 17.55456709155112 50.36214590107642, 16.86876915860566 50.47397370055603, 16.719475945714436 50.21574656839354, 16.176253289462267 50.42260732685791, 16.23862674323857 50.69773265237984, 15.490972120839729 50.78472992614321, 15.01699588385867 51.10667409932158, 14.607098422919535 51.74518809671997, 14.685026482815687 52.0899474147552, 14.437599725002201 52.62485016540839, 14.074521111719434 52.98126251892535, 14.353315463934138 53.24817129171297, 14.119686313542559 53.75702912049104, 14.802900424873458 54.05070628520575, 16.36347700365573 54.513158677785725, 17.622831658608675 54.85153595643291, 18.62085859546164 54.68260569927078, 18.696254510175464 54.43871877706929, 19.660640089606403 54.42608388937393, 20.892244500418627 54.31252492941253, 22.731098667092652 54.327536932993326, 23.24398725758951 54.22056671814914, 23.48412763844985 53.91249766704114))"
520,512,Bahrain,43,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018,
521,513,Uzbekistan,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018,"POLYGON ((55.96819135928291 41.30864166926936, 55.928917270741096 44.99585846615911, 58.50312706892845 45.586804307632974, 58.68998904809581 45.50001373959873, 60.23997195825834 44.78403677019473, 61.05831994003245 44.40581696225051, 62.01330040878625 43.50447663021565, 63.18578698105657 43.650074978198006, 64.90082441595928 43.72808055274258, 66.09801232286509 42.997660020513095, 66.02339155463562 41.99464630794404, 66.51064863471572 41.987644151368556, 66.71404707221652 41.1684435084615, 67.98585574735182 41.13599070898222, 68.25989586779562 40.6623245305949, 68.63248294462002 40.66868073176681, 69.07002729683524 41.38424428971234, 70.3889648782208 42.08130768489745, 70.96231489449914 42.266154283205495, 71.25924767444823 42.16771067968946, 70.42002241402821 41.51999827734314, 71.1578585142916 41.14358714452912, 71.87011478057047 41.392900092121266, 73.05541710804917 40.866033026689465, 71.77487511585656 40.14584442805378, 71.01419803252017 40.24436554621823, 70.60140669137269 40.21852733007229, 70.45815962105962 40.49649485937029, 70.66662234892505 40.960213324541414, 69.32949466337283 40.72782440852485, 69.0116329283455 40.08615814875667, 68.53641645698943 39.53345286717894, 67.70142866401736 39.58047842056453, 67.44221967964131 39.140143541005486, 68.17602501818592 38.901553453113905, 68.39203250516596 38.15702525486874, 67.82999962755952 37.144994004864685, 67.07578209825962 37.35614390720929, 66.51860680528867 37.36278432875879, 66.54615034370022 37.97468496352687, 65.2159989765074 38.4026950139843, 64.17022301621677 38.892406724598246, 63.51801476426103 39.36325653742564, 62.374260288345006 40.05388621679039, 61.88271406438469 41.084856879229406, 61.54717898951356 41.266370347654615, 60.465952996670694 41.22032664648255, 60.083340691981675 41.425146185871405, 59.976422153569786 42.22308197689021, 58.62901085799146 42.75155101172305, 57.78652998233708 42.17055288346552, 56.932215203687804 41.826026109375604, 57.0963912290791 41.32231008561057, 55.96819135928291 41.30864166926936))"
522,514,Kuwait,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018,"POLYGON ((47.974519077349896 29.975819200148504, 48.18318851094449 29.534476630159762, 48.09394331237642 29.306299343375002, 48.416094191283946 28.55200429942667, 47.708850538937384 28.526062730416143, 47.45982181172283 29.002519436147224, 46.568713413281756 29.09902517345229, 47.30262210469096 30.059069932570722, 47.974519077349896 29.975819200148504))"
523,515,Thailand,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364,2018,"POLYGON ((105.21877689007889 14.273211778210694, 104.28141808473661 14.416743068901367, 102.98842207236163 14.225721136934467, 102.34809939983302 13.394247341358223, 102.5849324890267 12.186594956913282, 101.68715783081996 12.645740057826572, 100.83180952352487 12.627084865769206, 100.9784672383692 13.412721665902566, 100.09779747925111 13.406856390837433, 100.01873253784456 12.307001044153354, 99.47892052612363 10.846366685423547, 99.15377241414316 9.963061428258555, 99.22239871622676 9.239255479362427, 99.87383182169813 9.20786204674512, 100.27964684448622 8.295152899606052, 100.45927412313276 7.429572658717177, 101.01732791545273 6.856868597842478, 101.62307905477806 6.74062246340192, 102.14118696493638 6.221636053894628, 101.81428185425798 5.810808417174242, 101.15421878459387 5.691384182147715, 101.07551557821336 6.204867051615921, 100.25959638875696 6.642824815289543, 100.0857568705271 6.464489447450291, 99.69069054565576 6.848212795433597, 99.51964155476963 7.34345388430276, 98.9882528015123 7.907993068875328, 98.503786248776 8.382305202666288, 98.339661899817 7.794511623562386, 98.15000939330582 8.350007432483878, 98.25915001830626 8.973922837759801, 98.55355065307305 9.932959906448545, 99.03812055867398 10.960545762572437, 99.58728600463972 11.892762762901697, 99.19635379435167 12.80474843998867, 99.21201175333609 13.269293728076464, 99.09775516153876 13.827502549693278, 98.43081912637987 14.622027696180837, 98.1920740091914 15.123702500870351, 98.53737592976572 15.308497422746084, 98.90334842325676 16.17782420497612, 98.49376102091135 16.83783559820793, 97.85912275593486 17.567946071843664, 97.37589643757354 18.445437730375815, 97.79778283080441 18.627080389881755, 98.25372399291561 19.708203029860044, 98.95967573445488 19.752980658440947, 99.54330936075931 20.186597601802063, 100.11598758341785 20.417849636308187, 100.54888105672688 20.109237982661128, 100.60629357300316 19.508344427971224, 101.2820146016517 19.462584947176765, 101.03593143107777 18.408928330961615, 101.05954756063517 17.51249725999449, 102.11359175009248 18.109101670804165, 102.41300499879162 17.932781683824288, 102.99870568238771 17.9616946476916, 103.20019209189374 18.309632066312773, 103.9564766784853 18.24095408779688, 104.7169470560925 17.42885895433008, 104.7793205098688 16.44186493577145, 105.58903852745016 15.570316066952858, 105.54433841351769 14.723933620660418, 105.21877689007889 14.273211778210694))"
524,516,Italy,47,6.0,1.264,1.501,0.946,0.281,0.028,0.137,2018,
525,517,Ecuador,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018,"POLYGON ((-75.37322323271385 -0.15203175212045, -75.23372270374195 -0.911416924649529, -75.54499569365204 -1.56160979574588, -76.63539425322672 -2.608677666843818, -77.83790483265861 -3.003020521663103, -78.45068396677564 -3.873096612161376, -78.63989722361234 -4.547784112164074, -79.20528906931773 -4.959128513207389, -79.62497921417618 -4.454198093283495, -80.02890804718561 -4.346090996928893, -80.44224199087216 -4.425724379090674, -80.46929460317695 -4.059286797708999, -80.18401485870967 -3.821161797708044, -80.30256059438722 -3.404856459164713, -79.77029334178093 -2.65751189535964, -79.98655921092242 -2.220794366061014, -80.36878394236925 -2.685158786635788, -80.96776546906436 -2.246942640800704, -80.76480628123804 -1.965047702648533, -80.93365902375172 -1.057454522306358, -80.58337032746127 -0.906662692878683, -80.39932471385376 -0.283703301600141, -80.02089820018037 0.360340074053468, -80.09060970734211 0.768428859862397, -79.5427620103998 0.982937730305963, -78.85525875518871 1.380923773601822, -77.85506140817952 0.809925034992773, -77.66861284047044 0.825893052570962, -77.4249843004304 0.395686753741117, -76.5763797675494 0.256935533037435, -76.29231441924097 0.416047268064119, -75.8014658271166 0.084801337073202, -75.37322323271385 -0.15203175212045))"
